Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,7.295,6.77,5.224,4.293,3.539,2.94,2.509,2.178,1.912,1.696,1.511,1.352,1.215,1.097,0.997,0.913,0.844,0.785,0.735,0.692,0.653,0.618,0.586,0.557,0.53,0.504,0.48,0.457,0.435,0.415,0.396,0.379,0.362,0.347,0.333,0.319,0.307
N III λ990,0.095,0.21,0.138,0.114,0.094,0.078,0.067,0.058,0.05,0.045,0.039,0.035,0.031,0.028,0.025,0.023,0.021,0.019,0.018,0.017,0.016,0.015,0.014,0.013,0.013,0.012,0.011,0.011,0.01,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.007
"O VI λλ1032, 1037",0.0,0.114,5.208,19.572,20.614,18.463,16.384,14.721,13.079,11.586,10.514,9.427,8.567,7.736,6.996,6.41,5.9,5.45,5.057,4.708,4.404,4.135,3.893,3.672,3.462,3.267,3.085,2.915,2.759,2.611,2.475,2.35,2.233,2.125,2.024,1.932,1.845
Lyα λ1215,57.767,41.664,32.773,32.925,35.653,38.811,42.368,45.836,49.015,51.935,54.442,56.465,58.059,59.296,60.182,61.026,61.714,62.397,63.122,63.822,64.405,65.038,65.783,66.22,66.711,67.085,67.552,67.945,68.317,68.784,69.218,69.631,70.12,70.555,71.16,71.567,72.163
N V λ1239,0.001,0.181,0.295,0.281,0.25,0.216,0.189,0.166,0.147,0.131,0.116,0.104,0.093,0.083,0.075,0.068,0.062,0.057,0.053,0.05,0.046,0.044,0.041,0.039,0.037,0.035,0.033,0.031,0.029,0.028,0.027,0.025,0.024,0.023,0.022,0.021,0.02
SiIV + O IV λ1400,0.834,2.146,2.202,1.829,1.516,1.267,1.09,0.956,0.849,0.761,0.685,0.617,0.556,0.502,0.456,0.417,0.385,0.357,0.334,0.314,0.297,0.281,0.267,0.254,0.242,0.231,0.221,0.211,0.202,0.194,0.186,0.179,0.172,0.166,0.161,0.156,0.151
N IV λ1486,0.009,0.073,0.044,0.037,0.03,0.025,0.022,0.019,0.017,0.015,0.014,0.012,0.011,0.01,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003
C IV λλ1548+1551,1.748,4.441,3.227,2.758,2.332,1.976,1.714,1.499,1.325,1.184,1.059,0.953,0.857,0.775,0.705,0.646,0.597,0.555,0.519,0.488,0.46,0.436,0.413,0.392,0.373,0.355,0.338,0.322,0.308,0.294,0.281,0.27,0.259,0.249,0.24,0.231,0.224
He II λ1640,0.426,0.664,0.561,0.602,0.743,0.908,1.112,1.334,1.555,1.761,1.932,2.051,2.107,2.113,2.089,2.05,2.009,1.974,1.943,1.916,1.892,1.868,1.844,1.821,1.796,1.772,1.748,1.725,1.704,1.684,1.667,1.653,1.641,1.633,1.626,1.622,1.619
O III] λλ1661+1666,0.493,0.944,0.756,0.627,0.527,0.447,0.389,0.343,0.304,0.272,0.243,0.218,0.198,0.181,0.167,0.157,0.148,0.141,0.135,0.13,0.125,0.121,0.117,0.113,0.109,0.106,0.102,0.099,0.096,0.093,0.09,0.088,0.085,0.083,0.081,0.08,0.078
N III λ1750,0.034,0.057,0.04,0.033,0.028,0.024,0.02,0.018,0.016,0.015,0.013,0.012,0.011,0.01,0.01,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.006
C III] λ1909,2.297,1.935,1.523,1.293,1.142,1.031,0.963,0.923,0.897,0.883,0.877,0.876,0.881,0.889,0.898,0.907,0.915,0.922,0.926,0.928,0.928,0.925,0.92,0.914,0.905,0.896,0.885,0.874,0.864,0.854,0.844,0.836,0.829,0.823,0.818,0.814,0.811
C II] λ2326,0.384,0.311,0.291,0.284,0.285,0.285,0.285,0.283,0.279,0.275,0.269,0.263,0.258,0.253,0.25,0.248,0.248,0.249,0.252,0.254,0.257,0.26,0.264,0.267,0.27,0.272,0.275,0.277,0.279,0.282,0.285,0.287,0.29,0.292,0.295,0.297,0.3
Mg II λ2800,0.108,0.283,0.424,0.515,0.571,0.555,0.517,0.479,0.449,0.432,0.425,0.426,0.428,0.431,0.434,0.437,0.439,0.441,0.443,0.444,0.446,0.448,0.453,0.455,0.459,0.463,0.469,0.474,0.48,0.488,0.496,0.504,0.513,0.521,0.532,0.54,0.55
Ne V λ3426,0.0,0.019,0.093,0.177,0.169,0.141,0.121,0.105,0.092,0.081,0.072,0.064,0.057,0.051,0.047,0.042,0.039,0.036,0.034,0.032,0.03,0.029,0.027,0.026,0.025,0.023,0.022,0.021,0.021,0.02,0.019,0.018,0.018,0.017,0.016,0.016,0.015
Ne III λ3869,0.154,0.239,0.21,0.216,0.263,0.309,0.346,0.376,0.4,0.42,0.435,0.447,0.457,0.465,0.471,0.477,0.482,0.486,0.489,0.491,0.493,0.494,0.494,0.494,0.493,0.491,0.489,0.488,0.486,0.485,0.484,0.484,0.484,0.485,0.486,0.488,0.489
[O II] λλ3727+3729,0.154,0.239,0.21,0.216,0.263,0.309,0.346,0.376,0.4,0.42,0.435,0.447,0.457,0.465,0.471,0.477,0.482,0.486,0.489,0.491,0.493,0.494,0.494,0.494,0.493,0.491,0.489,0.488,0.486,0.485,0.484,0.484,0.484,0.485,0.486,0.488,0.489
[S II] λλ4069+4076,0.032,0.049,0.059,0.068,0.076,0.078,0.08,0.079,0.077,0.074,0.07,0.066,0.063,0.059,0.056,0.054,0.052,0.05,0.048,0.047,0.046,0.045,0.045,0.044,0.044,0.044,0.043,0.043,0.043,0.044,0.044,0.044,0.044,0.045,0.045,0.046,0.046
[O III] λ4363,0.077,0.142,0.114,0.095,0.08,0.069,0.061,0.054,0.049,0.044,0.041,0.038,0.035,0.034,0.032,0.032,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.029,0.029,0.028,0.028,0.028,0.027,0.027,0.026,0.026,0.026,0.025,0.025,0.025,0.025
He II λ4686,0.04,0.073,0.063,0.071,0.094,0.121,0.153,0.187,0.222,0.253,0.279,0.297,0.306,0.307,0.303,0.297,0.291,0.286,0.281,0.278,0.274,0.271,0.267,0.264,0.26,0.257,0.254,0.25,0.247,0.245,0.242,0.24,0.239,0.237,0.237,0.236,0.236
Hβ λ4861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[O III] λ5007,0.809,1.334,1.077,0.914,0.802,0.728,0.695,0.678,0.674,0.683,0.701,0.733,0.777,0.833,0.894,0.957,1.016,1.068,1.113,1.15,1.18,1.202,1.216,1.227,1.231,1.23,1.227,1.221,1.215,1.207,1.2,1.194,1.188,1.184,1.18,1.179,1.178
[N I] λ5200,0.011,0.011,0.016,0.016,0.015,0.015,0.021,0.021,0.032,0.032,0.038,0.038,0.042,0.042,0.045,0.045,0.047,0.047,0.049,0.049,0.051,0.051,0.053,0.053,0.055,0.055,0.057,0.057,0.06,0.06,0.064,0.064,0.068,0.068,0.072,0.072,0.077
[O I] λ6300,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.127,3.126,3.126,3.126,3.126,3.126,3.126,3.126
Hα λ6563,3.146,3.057,3.02,3.003,3.002,3.014,3.035,3.059,3.083,3.107,3.129,3.146,3.161,3.172,3.18,3.188,3.195,3.201,3.208,3.216,3.222,3.23,3.238,3.245,3.252,3.259,3.266,3.273,3.279,3.286,3.292,3.297,3.303,3.308,3.314,3.319,3.325
[N II] λ6583,0.09,0.142,0.174,0.198,0.229,0.251,0.266,0.276,0.282,0.287,0.289,0.288,0.287,0.284,0.28,0.276,0.272,0.269,0.266,0.263,0.261,0.26,0.258,0.257,0.255,0.254,0.253,0.253,0.252,0.252,0.252,0.252,0.253,0.254,0.255,0.256,0.257
[S II] λλ6716+6731,0.715,1.117,1.294,1.478,1.608,1.631,1.635,1.603,1.542,1.463,1.375,1.288,1.207,1.137,1.077,1.029,0.991,0.961,0.939,0.923,0.913,0.908,0.908,0.911,0.918,0.929,0.943,0.959,0.979,1.001,1.024,1.049,1.073,1.098,1.122,1.146,1.168
[O II] λλ7319+7320,0.066,0.067,0.06,0.057,0.056,0.055,0.054,0.054,0.055,0.055,0.056,0.057,0.058,0.059,0.059,0.06,0.06,0.06,0.06,0.059,0.059,0.058,0.058,0.057,0.056,0.055,0.054,0.053,0.052,0.051,0.051,0.05,0.049,0.048,0.048,0.047,0.046
[S III] λλ9069+9031,0.159,0.205,0.211,0.274,0.425,0.548,0.647,0.741,0.835,0.926,1.01,1.088,1.16,1.228,1.293,1.358,1.42,1.481,1.54,1.596,1.649,1.701,1.751,1.798,1.842,1.885,1.927,1.967,2.006,2.045,2.082,2.119,2.155,2.189,2.224,2.256,2.287
Brα λ4.051 μm,0.08,0.082,0.083,0.08,0.078,0.077,0.076,0.076,0.075,0.075,0.074,0.074,0.074,0.074,0.073,0.073,0.073,0.074,0.074,0.074,0.074,0.075,0.075,0.076,0.076,0.077,0.077,0.078,0.078,0.079,0.079,0.08,0.08,0.08,0.08,0.08,0.081
[Ar VI] λ4.530 μm,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Ar II] λ6.983 μm,0.013,0.016,0.016,0.016,0.015,0.014,0.015,0.015,0.016,0.016,0.017,0.018,0.019,0.02,0.021,0.023,0.024,0.026,0.028,0.03,0.033,0.035,0.038,0.04,0.043,0.046,0.049,0.052,0.055,0.058,0.061,0.063,0.066,0.068,0.07,0.071,0.073
[Ne VI] λ7.652 μm,0.0,0.0,0.006,0.05,0.086,0.079,0.068,0.058,0.051,0.045,0.04,0.035,0.031,0.028,0.025,0.023,0.021,0.019,0.018,0.017,0.016,0.015,0.014,0.013,0.013,0.012,0.011,0.011,0.01,0.01,0.009,0.009,0.008,0.008,0.008,0.007,0.007
[Ar III] λ8.991 μm,0.008,0.011,0.012,0.02,0.031,0.037,0.041,0.044,0.045,0.047,0.048,0.048,0.049,0.049,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.049,0.049,0.049,0.049,0.049,0.048,0.048,0.048,0.048,0.048,0.048,0.048
[S IV] λ10.44 μm,0.012,0.028,0.02,0.017,0.014,0.013,0.012,0.012,0.013,0.014,0.015,0.017,0.019,0.021,0.023,0.025,0.028,0.03,0.032,0.034,0.036,0.037,0.039,0.04,0.041,0.043,0.044,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053
[Ne II] λ12.8 μm,0.128,0.155,0.153,0.157,0.151,0.139,0.131,0.126,0.124,0.122,0.123,0.124,0.126,0.13,0.136,0.144,0.153,0.164,0.175,0.188,0.202,0.217,0.234,0.252,0.271,0.29,0.311,0.331,0.351,0.369,0.386,0.402,0.416,0.428,0.439,0.448,0.456
[Ne V] λ14.5 μm,0.0,0.003,0.011,0.02,0.019,0.016,0.013,0.012,0.01,0.009,0.008,0.007,0.006,0.006,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
[Ne V] λ15.5 μm,0.037,0.078,0.087,0.133,0.211,0.268,0.307,0.334,0.353,0.368,0.377,0.383,0.387,0.39,0.393,0.396,0.401,0.407,0.413,0.42,0.429,0.438,0.447,0.459,0.472,0.487,0.504,0.523,0.543,0.564,0.587,0.61,0.633,0.656,0.677,0.698,0.717
[S III] λ18.7 μm,0.041,0.058,0.062,0.088,0.14,0.182,0.217,0.254,0.293,0.33,0.365,0.396,0.424,0.452,0.48,0.509,0.539,0.569,0.599,0.63,0.662,0.693,0.725,0.758,0.791,0.825,0.857,0.889,0.92,0.949,0.977,1.002,1.026,1.048,1.067,1.085,1.101
[O IV] λ25.9 μm,0.018,0.124,0.125,0.103,0.087,0.075,0.067,0.061,0.058,0.055,0.053,0.052,0.05,0.049,0.049,0.049,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.057,0.058,0.059,0.06,0.061,0.062,0.063,0.065,0.066,0.068,0.07,0.072
log Hβ ergs/cm2/s,-5.16,-4.957,-4.779,-4.643,-4.514,-4.393,-4.286,-4.191,-4.102,-4.02,-3.941,-3.865,-3.792,-3.722,-3.656,-3.596,-3.539,-3.487,-3.439,-3.393,-3.35,-3.308,-3.268,-3.23,-3.192,-3.155,-3.119,-3.084,-3.05,-3.016,-2.982,-2.95,-2.918,-2.887,-2.857,-2.828,-2.799
