Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,9.949,7.907,6.178,5.164,4.379,3.761,3.307,2.943,2.637,2.369,2.131,1.918,1.732,1.571,1.436,1.321,1.224,1.14,1.069,1.006,0.952,0.903,0.859,0.82,0.784,0.75,0.718,0.689,0.661,0.635,0.609,0.585,0.562,0.539,0.518,0.497,0.477
N III λ990,0.135,0.223,0.153,0.128,0.108,0.092,0.081,0.072,0.064,0.057,0.051,0.046,0.041,0.037,0.033,0.031,0.028,0.026,0.024,0.023,0.021,0.02,0.019,0.018,0.017,0.016,0.015,0.015,0.014,0.013,0.013,0.012,0.012,0.011,0.011,0.01,0.01
"O VI λλ1032, 1037",0.0,0.179,5.73,18.846,19.601,17.981,16.291,14.903,13.526,12.22,11.156,10.204,9.368,8.568,7.893,7.34,6.844,6.405,6.019,5.68,5.39,5.138,4.909,4.701,4.507,4.328,4.159,4.003,3.854,3.712,3.577,3.447,3.323,3.203,3.085,2.973,2.866
Lyα λ1215,58.244,41.816,34.783,34.725,35.898,37.859,40.598,43.686,46.759,49.663,52.207,54.279,55.899,57.097,57.977,58.604,59.044,59.38,59.664,59.925,60.172,60.419,60.668,60.932,61.223,61.528,61.823,62.169,62.5,62.854,63.272,63.685,64.071,64.506,64.965,65.389,65.703
N V λ1239,0.003,0.22,0.283,0.274,0.245,0.217,0.197,0.176,0.16,0.146,0.131,0.119,0.108,0.098,0.09,0.083,0.077,0.072,0.067,0.064,0.06,0.058,0.055,0.053,0.05,0.048,0.047,0.045,0.043,0.042,0.04,0.039,0.037,0.036,0.035,0.033,0.032
SiIV + O IV λ1400,0.901,2.335,2.262,1.892,1.605,1.382,1.221,1.092,0.985,0.891,0.805,0.728,0.659,0.6,0.549,0.506,0.469,0.438,0.411,0.387,0.367,0.349,0.333,0.318,0.305,0.292,0.281,0.27,0.26,0.25,0.24,0.231,0.223,0.214,0.206,0.198,0.191
N IV λ1486,0.014,0.077,0.047,0.039,0.033,0.029,0.025,0.023,0.02,0.018,0.017,0.015,0.014,0.012,0.011,0.011,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004
C IV λλ1548+1551,2.792,4.498,3.375,2.908,2.518,2.193,1.953,1.75,1.576,1.423,1.284,1.16,1.05,0.955,0.875,0.806,0.748,0.698,0.656,0.618,0.586,0.557,0.531,0.507,0.486,0.466,0.447,0.43,0.413,0.397,0.382,0.367,0.353,0.34,0.327,0.314,0.302
He II λ1640,0.6,0.598,0.497,0.489,0.527,0.588,0.68,0.791,0.912,1.034,1.142,1.225,1.272,1.286,1.28,1.263,1.243,1.224,1.208,1.195,1.185,1.175,1.168,1.161,1.154,1.149,1.144,1.141,1.138,1.136,1.135,1.136,1.138,1.141,1.144,1.148,1.152
O III] λλ1661+1666,0.664,1.007,0.801,0.67,0.572,0.497,0.442,0.397,0.359,0.325,0.294,0.266,0.242,0.221,0.203,0.188,0.174,0.163,0.154,0.145,0.138,0.131,0.125,0.119,0.114,0.11,0.105,0.101,0.097,0.093,0.09,0.086,0.083,0.08,0.077,0.074,0.071
N III λ1750,0.047,0.062,0.044,0.037,0.032,0.028,0.024,0.022,0.02,0.018,0.016,0.015,0.013,0.012,0.011,0.01,0.01,0.009,0.008,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004
C III] λ1909,3.024,2.276,1.791,1.508,1.295,1.128,1.006,0.911,0.833,0.767,0.709,0.659,0.616,0.58,0.549,0.524,0.502,0.482,0.465,0.45,0.437,0.424,0.413,0.403,0.393,0.383,0.375,0.366,0.358,0.351,0.344,0.337,0.331,0.325,0.319,0.314,0.309
C II] λ2326,0.459,0.34,0.289,0.267,0.265,0.271,0.281,0.292,0.301,0.307,0.309,0.308,0.305,0.301,0.297,0.293,0.29,0.288,0.286,0.286,0.286,0.287,0.288,0.29,0.292,0.294,0.295,0.298,0.3,0.302,0.304,0.306,0.308,0.31,0.312,0.313,0.314
Mg II λ2800,0.105,0.219,0.354,0.484,0.643,0.744,0.803,0.834,0.847,0.856,0.867,0.877,0.881,0.878,0.87,0.86,0.849,0.838,0.827,0.817,0.807,0.798,0.791,0.783,0.776,0.77,0.762,0.755,0.748,0.74,0.733,0.725,0.717,0.709,0.703,0.697,0.69
Ne V λ3426,0.0,0.024,0.095,0.171,0.162,0.139,0.122,0.108,0.097,0.087,0.079,0.071,0.064,0.058,0.054,0.05,0.046,0.043,0.041,0.039,0.037,0.035,0.034,0.032,0.031,0.03,0.029,0.028,0.027,0.026,0.025,0.024,0.023,0.023,0.022,0.021,0.02
Ne III λ3869,0.185,0.246,0.202,0.183,0.187,0.204,0.228,0.254,0.281,0.306,0.326,0.341,0.351,0.358,0.362,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.365,0.365,0.366,0.366,0.367,0.368,0.37,0.371,0.372,0.374,0.375,0.377,0.378,0.379
[O II] λλ3727+3729,0.185,0.246,0.202,0.183,0.187,0.204,0.228,0.254,0.281,0.306,0.326,0.341,0.351,0.358,0.362,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.365,0.365,0.366,0.366,0.367,0.368,0.37,0.371,0.372,0.374,0.375,0.377,0.378,0.379
[S II] λλ4069+4076,0.037,0.05,0.063,0.077,0.096,0.112,0.124,0.134,0.141,0.144,0.145,0.145,0.142,0.14,0.137,0.135,0.133,0.131,0.13,0.129,0.128,0.127,0.127,0.126,0.125,0.125,0.124,0.124,0.123,0.123,0.122,0.122,0.121,0.12,0.12,0.119,0.118
[O III] λ4363,0.103,0.151,0.12,0.101,0.086,0.075,0.067,0.06,0.055,0.05,0.045,0.041,0.037,0.034,0.031,0.029,0.027,0.025,0.024,0.023,0.021,0.02,0.019,0.019,0.018,0.017,0.016,0.016,0.015,0.015,0.014,0.014,0.013,0.013,0.012,0.012,0.011
He II λ4686,0.058,0.063,0.053,0.053,0.061,0.072,0.087,0.105,0.125,0.144,0.162,0.175,0.183,0.186,0.185,0.183,0.18,0.177,0.175,0.174,0.172,0.171,0.17,0.169,0.169,0.168,0.167,0.167,0.167,0.167,0.167,0.167,0.168,0.168,0.169,0.17,0.17
Hβ λ4861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[O III] λ5007,1.038,1.399,1.112,0.936,0.807,0.709,0.64,0.583,0.534,0.489,0.449,0.412,0.38,0.352,0.328,0.308,0.29,0.275,0.262,0.25,0.24,0.23,0.222,0.214,0.207,0.2,0.194,0.188,0.182,0.177,0.172,0.167,0.162,0.158,0.153,0.149,0.145
[N I] λ5200,0.014,0.014,0.025,0.025,0.029,0.029,0.039,0.039,0.058,0.058,0.074,0.074,0.087,0.087,0.096,0.096,0.102,0.102,0.106,0.106,0.106,0.106,0.105,0.105,0.102,0.102,0.1,0.1,0.098,0.098,0.097,0.097,0.097,0.097,0.099,0.099,0.101
[O I] λ6300,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.127,3.126,3.126,3.126,3.126,3.126,3.126,3.127,3.126,3.126,3.126,3.126
Hα λ6563,3.172,3.094,3.05,3.027,3.015,3.014,3.023,3.038,3.055,3.072,3.088,3.102,3.114,3.123,3.13,3.136,3.14,3.143,3.146,3.149,3.152,3.155,3.157,3.16,3.164,3.168,3.171,3.175,3.179,3.183,3.188,3.193,3.198,3.203,3.208,3.213,3.217
[N II] λ6583,0.088,0.118,0.146,0.167,0.192,0.212,0.231,0.248,0.263,0.276,0.287,0.295,0.301,0.305,0.307,0.308,0.308,0.307,0.306,0.305,0.304,0.303,0.302,0.3,0.299,0.298,0.296,0.295,0.294,0.293,0.292,0.291,0.29,0.289,0.288,0.287,0.286
[S II] λλ6716+6731,0.778,1.237,1.498,1.822,2.211,2.479,2.683,2.812,2.871,2.871,2.824,2.744,2.65,2.555,2.469,2.396,2.335,2.287,2.249,2.218,2.191,2.168,2.15,2.132,2.117,2.102,2.088,2.074,2.059,2.045,2.031,2.016,2.0,1.983,1.968,1.951,1.933
[O II] λλ7319+7320,0.09,0.078,0.065,0.058,0.053,0.049,0.046,0.045,0.044,0.043,0.042,0.042,0.043,0.043,0.043,0.044,0.044,0.045,0.045,0.046,0.046,0.046,0.046,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.048,0.048,0.048,0.048,0.048,0.048
[S III] λλ9069+9031,0.17,0.167,0.149,0.168,0.234,0.302,0.367,0.435,0.503,0.57,0.632,0.688,0.739,0.785,0.829,0.873,0.92,0.968,1.019,1.07,1.122,1.174,1.225,1.276,1.326,1.376,1.423,1.47,1.515,1.558,1.601,1.643,1.682,1.722,1.76,1.798,1.833
Brα λ4.051 μm,0.08,0.083,0.083,0.081,0.08,0.08,0.079,0.079,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.079,0.079,0.079,0.079,0.08,0.08,0.08,0.08,0.081,0.081,0.081,0.081,0.082,0.082,0.082,0.082,0.083,0.083
[Ar VI] λ4.530 μm,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
