Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,12.674,8.412,6.333,5.304,4.444,3.7,3.135,2.695,2.342,2.052,1.816,1.62,1.451,1.306,1.183,1.08,0.993,0.92,0.857,0.803,0.755,0.712,0.672,0.634,0.599,0.566,0.535,0.506,0.478,0.453,0.429,0.407,0.387,0.368,0.351,0.335,0.32
N III λ990,0.289,0.479,0.275,0.233,0.196,0.163,0.139,0.119,0.104,0.091,0.08,0.071,0.063,0.057,0.051,0.046,0.042,0.039,0.036,0.034,0.032,0.03,0.028,0.026,0.025,0.023,0.022,0.02,0.019,0.018,0.017,0.016,0.015,0.014,0.014,0.013,0.012
"O VI λλ1032, 1037",0.0,0.168,5.681,21.038,20.054,17.638,15.592,13.697,12.263,11.105,10.119,9.225,8.48,7.802,7.164,6.589,6.11,5.695,5.328,5.002,4.708,4.439,4.191,3.96,3.743,3.536,3.34,3.156,2.981,2.819,2.668,2.529,2.4,2.281,2.171,2.07,1.975
Lyα λ1215,53.787,36.098,29.579,29.129,29.51,30.558,32.269,34.261,36.272,38.151,39.852,41.383,42.657,43.645,44.345,44.838,45.207,45.514,45.768,45.992,46.19,46.367,46.52,46.607,46.699,46.787,46.83,46.9,46.971,47.075,47.227,47.411,47.699,47.899,48.186,48.531,48.818
N V λ1239,0.007,0.375,0.576,0.479,0.42,0.361,0.313,0.278,0.246,0.219,0.198,0.177,0.161,0.145,0.131,0.12,0.111,0.103,0.096,0.09,0.084,0.08,0.075,0.071,0.067,0.063,0.06,0.056,0.053,0.05,0.048,0.045,0.043,0.041,0.039,0.037,0.036
SiIV + O IV λ1400,0.586,2.277,2.258,1.812,1.534,1.298,1.12,0.982,0.87,0.778,0.702,0.637,0.577,0.523,0.476,0.436,0.402,0.373,0.348,0.327,0.307,0.29,0.274,0.259,0.245,0.231,0.219,0.207,0.196,0.186,0.176,0.167,0.159,0.152,0.145,0.139,0.133
N IV λ1486,0.033,0.148,0.075,0.064,0.054,0.045,0.039,0.034,0.03,0.027,0.024,0.022,0.02,0.018,0.016,0.015,0.014,0.013,0.012,0.011,0.01,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.004
C IV λλ1548+1551,4.164,5.714,3.672,3.19,2.725,2.307,1.986,1.73,1.514,1.336,1.191,1.073,0.966,0.874,0.794,0.726,0.669,0.62,0.578,0.542,0.51,0.481,0.454,0.429,0.405,0.383,0.362,0.342,0.323,0.306,0.29,0.276,0.262,0.249,0.238,0.227,0.217
He II λ1640,0.584,0.615,0.48,0.485,0.569,0.669,0.801,0.95,1.118,1.306,1.503,1.663,1.749,1.77,1.752,1.718,1.682,1.648,1.617,1.589,1.562,1.534,1.506,1.476,1.444,1.413,1.383,1.354,1.328,1.305,1.286,1.272,1.261,1.254,1.251,1.25,1.252
O III] λλ1661+1666,0.963,1.433,1.117,0.914,0.78,0.661,0.571,0.5,0.441,0.392,0.35,0.315,0.285,0.259,0.238,0.219,0.204,0.191,0.179,0.169,0.161,0.152,0.145,0.138,0.131,0.124,0.118,0.112,0.107,0.101,0.096,0.092,0.088,0.084,0.08,0.077,0.074
N III λ1750,0.103,0.138,0.085,0.072,0.062,0.052,0.045,0.039,0.035,0.031,0.028,0.025,0.023,0.021,0.019,0.018,0.017,0.016,0.015,0.014,0.013,0.013,0.012,0.012,0.011,0.011,0.01,0.01,0.009,0.009,0.009,0.008,0.008,0.008,0.007,0.007,0.007
C III] λ1909,3.913,2.543,1.946,1.648,1.429,1.244,1.115,1.027,0.964,0.919,0.888,0.868,0.858,0.852,0.85,0.848,0.847,0.845,0.842,0.837,0.829,0.82,0.809,0.795,0.78,0.764,0.747,0.73,0.714,0.699,0.685,0.673,0.663,0.655,0.649,0.643,0.639
C II] λ2326,0.625,0.414,0.335,0.304,0.308,0.318,0.334,0.348,0.358,0.365,0.368,0.369,0.366,0.361,0.355,0.35,0.346,0.344,0.343,0.343,0.343,0.343,0.343,0.343,0.342,0.342,0.34,0.339,0.337,0.336,0.334,0.334,0.334,0.333,0.333,0.334,0.334
Mg II λ2800,0.169,0.298,0.489,0.724,1.075,1.28,1.373,1.395,1.38,1.36,1.353,1.363,1.376,1.381,1.381,1.376,1.367,1.354,1.338,1.319,1.297,1.274,1.247,1.218,1.187,1.155,1.121,1.088,1.055,1.024,0.995,0.968,0.946,0.924,0.907,0.894,0.883
Ne V λ3426,0.0,0.028,0.105,0.198,0.189,0.159,0.136,0.119,0.105,0.093,0.083,0.075,0.068,0.061,0.056,0.051,0.048,0.044,0.041,0.039,0.037,0.035,0.033,0.032,0.03,0.028,0.027,0.026,0.024,0.023,0.022,0.021,0.02,0.019,0.019,0.018,0.017
Ne III λ3869,0.322,0.385,0.314,0.296,0.324,0.373,0.438,0.505,0.564,0.614,0.657,0.693,0.722,0.741,0.754,0.762,0.767,0.77,0.772,0.771,0.769,0.766,0.761,0.754,0.745,0.736,0.726,0.716,0.707,0.698,0.69,0.684,0.679,0.675,0.673,0.671,0.671
[O II] λλ3727+3729,0.322,0.385,0.314,0.296,0.324,0.373,0.438,0.505,0.564,0.614,0.657,0.693,0.722,0.741,0.754,0.762,0.767,0.77,0.772,0.771,0.769,0.766,0.761,0.754,0.745,0.736,0.726,0.716,0.707,0.698,0.69,0.684,0.679,0.675,0.673,0.671,0.671
[S II] λλ4069+4076,0.036,0.044,0.052,0.065,0.084,0.097,0.107,0.113,0.116,0.116,0.115,0.113,0.11,0.107,0.104,0.1,0.098,0.095,0.093,0.091,0.089,0.087,0.085,0.083,0.081,0.079,0.077,0.075,0.074,0.072,0.07,0.069,0.068,0.067,0.066,0.065,0.064
[O III] λ4363,0.15,0.217,0.169,0.139,0.119,0.101,0.088,0.078,0.069,0.062,0.056,0.05,0.046,0.043,0.04,0.037,0.035,0.034,0.032,0.031,0.03,0.028,0.027,0.026,0.025,0.024,0.023,0.022,0.022,0.021,0.02,0.019,0.019,0.018,0.017,0.017,0.017
He II λ4686,0.058,0.071,0.057,0.06,0.076,0.093,0.114,0.138,0.164,0.194,0.224,0.248,0.261,0.264,0.262,0.256,0.251,0.245,0.241,0.237,0.232,0.228,0.224,0.22,0.215,0.21,0.206,0.201,0.198,0.194,0.191,0.189,0.188,0.187,0.186,0.186,0.186
Hβ λ4861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[O III] λ5007,1.572,2.066,1.611,1.341,1.172,1.023,0.918,0.84,0.784,0.743,0.714,0.699,0.694,0.699,0.71,0.725,0.742,0.758,0.772,0.782,0.789,0.791,0.789,0.783,0.774,0.762,0.748,0.733,0.719,0.705,0.692,0.68,0.671,0.664,0.658,0.655,0.653
[N I] λ5200,0.023,0.023,0.031,0.031,0.033,0.033,0.049,0.049,0.081,0.081,0.103,0.103,0.118,0.118,0.126,0.126,0.131,0.131,0.132,0.132,0.132,0.132,0.131,0.131,0.13,0.13,0.129,0.129,0.13,0.13,0.132,0.132,0.137,0.137,0.143,0.143,0.15
[O I] λ6300,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.127,3.126,3.126,3.127,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126
Hα λ6563,3.141,3.068,3.028,2.999,2.978,2.969,2.969,2.976,2.986,2.997,3.007,3.018,3.028,3.037,3.044,3.049,3.055,3.06,3.066,3.072,3.078,3.086,3.095,3.104,3.114,3.124,3.135,3.145,3.154,3.163,3.172,3.179,3.187,3.193,3.199,3.205,3.21
[N II] λ6583,0.216,0.292,0.356,0.429,0.541,0.628,0.7,0.757,0.8,0.833,0.857,0.874,0.885,0.889,0.888,0.884,0.878,0.871,0.862,0.853,0.843,0.832,0.82,0.806,0.792,0.777,0.762,0.747,0.732,0.719,0.707,0.696,0.687,0.679,0.672,0.667,0.662
[S II] λλ6716+6731,0.788,1.148,1.394,1.718,2.105,2.305,2.432,2.478,2.464,2.415,2.347,2.267,2.178,2.088,2.004,1.929,1.864,1.808,1.759,1.717,1.679,1.644,1.611,1.578,1.548,1.519,1.491,1.465,1.443,1.423,1.407,1.394,1.384,1.376,1.371,1.368,1.367
[O II] λλ7319+7320,0.124,0.111,0.089,0.078,0.074,0.071,0.071,0.073,0.074,0.077,0.079,0.081,0.084,0.086,0.088,0.09,0.092,0.093,0.094,0.094,0.094,0.094,0.094,0.093,0.092,0.09,0.089,0.087,0.086,0.085,0.083,0.082,0.081,0.08,0.08,0.079,0.079
[S III] λλ9069+9031,0.207,0.213,0.195,0.258,0.412,0.549,0.664,0.769,0.866,0.954,1.034,1.111,1.184,1.253,1.321,1.387,1.452,1.515,1.575,1.631,1.683,1.73,1.771,1.806,1.836,1.861,1.882,1.901,1.918,1.935,1.952,1.971,1.992,2.013,2.036,2.062,2.089
Brα λ4.051 μm,0.086,0.089,0.089,0.086,0.084,0.082,0.081,0.081,0.08,0.08,0.08,0.079,0.079,0.079,0.079,0.08,0.08,0.08,0.081,0.081,0.082,0.083,0.084,0.085,0.087,0.088,0.089,0.091,0.092,0.093,0.094,0.095,0.096,0.096,0.097,0.097,0.097
[Ar VI] λ4.530 μm,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Ar II] λ6.983 μm,0.058,0.069,0.071,0.073,0.071,0.067,0.065,0.064,0.064,0.065,0.067,0.069,0.073,0.078,0.083,0.089,0.096,0.104,0.112,0.121,0.131,0.142,0.154,0.167,0.18,0.194,0.207,0.221,0.235,0.248,0.26,0.272,0.282,0.292,0.301,0.308,0.315
[Ne VI] λ7.652 μm,0.0,0.0,0.007,0.052,0.086,0.076,0.065,0.056,0.049,0.043,0.039,0.035,0.031,0.029,0.026,0.024,0.022,0.021,0.019,0.018,0.017,0.016,0.015,0.014,0.014,0.013,0.012,0.012,0.011,0.01,0.01,0.009,0.009,0.009,0.008,0.008,0.007
[Ar III] λ8.991 μm,0.024,0.026,0.026,0.047,0.091,0.122,0.144,0.158,0.167,0.173,0.177,0.18,0.183,0.184,0.186,0.186,0.186,0.186,0.185,0.184,0.182,0.18,0.178,0.175,0.172,0.169,0.165,0.162,0.159,0.156,0.153,0.15,0.148,0.146,0.145,0.144,0.142
[S IV] λ10.44 μm,0.018,0.03,0.019,0.017,0.014,0.012,0.011,0.01,0.01,0.009,0.009,0.01,0.01,0.011,0.011,0.012,0.012,0.013,0.014,0.014,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017
[Ne II] λ12.8 μm,0.313,0.352,0.354,0.397,0.42,0.403,0.377,0.352,0.334,0.32,0.311,0.308,0.311,0.32,0.333,0.351,0.373,0.397,0.425,0.456,0.491,0.529,0.571,0.618,0.668,0.722,0.779,0.837,0.895,0.952,1.006,1.057,1.104,1.146,1.183,1.216,1.246
[Ne V] λ14.5 μm,0.0,0.004,0.013,0.022,0.021,0.018,0.015,0.013,0.012,0.01,0.009,0.008,0.008,0.007,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002
[Ne V] λ15.5 μm,0.08,0.123,0.131,0.208,0.341,0.457,0.561,0.645,0.709,0.757,0.795,0.825,0.848,0.863,0.873,0.882,0.89,0.898,0.908,0.918,0.929,0.942,0.956,0.972,0.991,1.013,1.039,1.07,1.105,1.144,1.187,1.232,1.278,1.325,1.37,1.414,1.456
[S III] λ18.7 μm,0.058,0.065,0.067,0.102,0.168,0.22,0.262,0.302,0.343,0.382,0.421,0.461,0.503,0.548,0.595,0.642,0.691,0.739,0.788,0.837,0.887,0.936,0.985,1.034,1.083,1.13,1.176,1.22,1.261,1.3,1.336,1.37,1.401,1.43,1.456,1.481,1.504
[O IV] λ25.9 μm,0.044,0.163,0.153,0.124,0.106,0.091,0.08,0.072,0.065,0.06,0.056,0.052,0.049,0.045,0.042,0.04,0.037,0.036,0.034,0.033,0.032,0.03,0.029,0.028,0.027,0.027,0.026,0.025,0.024,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0.021
log Hβ ergs/cm2/s,-5.156,-4.929,-4.74,-4.604,-4.481,-4.362,-4.255,-4.157,-4.068,-3.984,-3.906,-3.833,-3.763,-3.696,-3.633,-3.575,-3.52,-3.47,-3.423,-3.378,-3.337,-3.297,-3.258,-3.219,-3.182,-3.144,-3.108,-3.071,-3.036,-3.001,-2.966,-2.933,-2.9,-2.869,-2.838,-2.808,-2.778
