Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,8.616,5.398,4.002,3.358,2.67,2.121,1.775,1.541,1.363,1.226,1.113,1.016,0.93,0.853,0.783,0.72,0.665,0.615,0.571,0.532,0.496,0.463,0.433,0.406,0.382,0.359,0.339,0.32,0.302,0.286,0.271,0.258,0.245,0.233,0.222,0.212,0.203
N III λ990,0.77,1.175,0.649,0.545,0.432,0.342,0.285,0.247,0.218,0.196,0.177,0.161,0.147,0.134,0.122,0.112,0.103,0.095,0.088,0.081,0.075,0.07,0.065,0.061,0.057,0.053,0.05,0.047,0.044,0.042,0.039,0.037,0.035,0.033,0.031,0.03,0.028
"O VI λλ1032, 1037",0.0,0.136,5.636,20.174,18.118,16.18,15.466,15.02,14.498,14.251,13.759,13.373,12.674,12.002,11.192,10.489,9.809,9.138,8.551,8.03,7.543,7.095,6.681,6.301,5.956,5.639,5.348,5.077,4.824,4.592,4.374,4.173,3.984,3.81,3.646,3.493,3.35
Lyα λ1215,53.919,36.508,32.066,32.355,32.986,32.904,33.289,34.256,35.461,36.912,38.399,39.904,41.201,42.448,43.54,44.457,45.35,46.126,46.847,47.542,48.255,48.866,49.669,50.293,50.967,51.753,52.403,53.055,53.739,54.369,55.062,55.737,56.323,56.902,57.54,58.146,58.544
N V λ1239,0.02,0.738,1.298,0.996,0.827,0.697,0.633,0.601,0.579,0.553,0.516,0.48,0.447,0.412,0.381,0.354,0.329,0.306,0.286,0.268,0.252,0.236,0.222,0.21,0.198,0.188,0.178,0.169,0.16,0.152,0.145,0.138,0.132,0.126,0.121,0.116,0.111
SiIV + O IV λ1400,0.61,2.106,2.128,1.639,1.298,1.038,0.877,0.77,0.691,0.631,0.581,0.539,0.5,0.464,0.431,0.402,0.375,0.35,0.328,0.307,0.289,0.272,0.256,0.242,0.228,0.216,0.205,0.194,0.184,0.176,0.167,0.159,0.152,0.146,0.139,0.133,0.128
N IV λ1486,0.084,0.317,0.157,0.13,0.103,0.082,0.069,0.061,0.054,0.05,0.046,0.042,0.039,0.036,0.034,0.031,0.029,0.027,0.025,0.024,0.022,0.021,0.02,0.019,0.017,0.016,0.016,0.015,0.014,0.013,0.013,0.012,0.012,0.011,0.01,0.01,0.01
C IV λλ1548+1551,2.748,3.55,2.072,1.785,1.438,1.17,1.018,0.913,0.826,0.753,0.69,0.634,0.585,0.541,0.5,0.463,0.43,0.4,0.373,0.349,0.327,0.306,0.288,0.271,0.255,0.241,0.228,0.215,0.204,0.194,0.184,0.175,0.167,0.159,0.152,0.145,0.139
He II λ1640,0.587,0.616,0.46,0.425,0.394,0.371,0.392,0.443,0.501,0.566,0.629,0.694,0.755,0.809,0.85,0.882,0.908,0.929,0.945,0.956,0.963,0.966,0.968,0.968,0.969,0.969,0.969,0.97,0.97,0.97,0.97,0.97,0.97,0.971,0.97,0.97,0.969
O III] λλ1661+1666,1.154,1.595,1.236,0.981,0.781,0.625,0.53,0.467,0.42,0.384,0.354,0.328,0.304,0.282,0.261,0.243,0.226,0.211,0.197,0.184,0.172,0.162,0.152,0.143,0.135,0.128,0.121,0.115,0.109,0.104,0.099,0.094,0.09,0.086,0.082,0.079,0.076
N III λ1750,0.283,0.354,0.21,0.177,0.142,0.114,0.096,0.084,0.075,0.068,0.062,0.058,0.053,0.049,0.045,0.042,0.039,0.037,0.034,0.032,0.03,0.028,0.027,0.025,0.024,0.023,0.022,0.021,0.02,0.019,0.018,0.017,0.016,0.016,0.015,0.015,0.014
C III] λ1909,2.766,1.727,1.307,1.108,0.914,0.753,0.648,0.58,0.53,0.493,0.465,0.443,0.424,0.408,0.393,0.38,0.368,0.357,0.348,0.339,0.331,0.324,0.317,0.312,0.307,0.303,0.299,0.296,0.293,0.29,0.288,0.287,0.285,0.284,0.283,0.283,0.282
C II] λ2326,0.522,0.374,0.32,0.308,0.293,0.273,0.268,0.272,0.28,0.29,0.3,0.31,0.317,0.324,0.33,0.334,0.339,0.344,0.348,0.353,0.359,0.364,0.37,0.375,0.381,0.387,0.392,0.397,0.403,0.407,0.413,0.418,0.422,0.426,0.43,0.435,0.437
Mg II λ2800,0.165,0.265,0.356,0.454,0.535,0.554,0.562,0.571,0.578,0.584,0.59,0.597,0.6,0.603,0.605,0.604,0.603,0.602,0.602,0.602,0.604,0.605,0.609,0.612,0.616,0.621,0.626,0.631,0.637,0.642,0.648,0.655,0.661,0.667,0.674,0.681,0.686
Ne V λ3426,0.001,0.06,0.246,0.451,0.411,0.33,0.278,0.244,0.218,0.199,0.183,0.169,0.157,0.146,0.136,0.126,0.118,0.11,0.104,0.098,0.092,0.087,0.082,0.078,0.074,0.07,0.066,0.063,0.06,0.057,0.055,0.052,0.05,0.048,0.046,0.044,0.042
Ne III λ3869,1.008,1.104,0.893,0.811,0.735,0.687,0.718,0.809,0.939,1.091,1.235,1.364,1.472,1.561,1.63,1.681,1.718,1.747,1.768,1.786,1.8,1.814,1.828,1.841,1.855,1.869,1.883,1.897,1.911,1.925,1.938,1.952,1.964,1.976,1.987,1.999,2.009
[O II] λλ3727+3729,1.008,1.104,0.893,0.811,0.735,0.687,0.718,0.809,0.939,1.091,1.235,1.364,1.472,1.561,1.63,1.681,1.718,1.747,1.768,1.786,1.8,1.814,1.828,1.841,1.855,1.869,1.883,1.897,1.911,1.925,1.938,1.952,1.964,1.976,1.987,1.999,2.009
[S II] λλ4069+4076,0.13,0.156,0.177,0.204,0.216,0.215,0.222,0.232,0.239,0.245,0.249,0.252,0.253,0.253,0.253,0.252,0.252,0.251,0.25,0.249,0.248,0.247,0.247,0.246,0.245,0.245,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.245
