Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,46.693,17.684,4.038,4.01,4.208,3.416,2.947,2.566,2.273,2.042,1.854,1.689,1.544,1.422,1.316,1.228,1.153,1.089,1.036,0.991,0.952,0.918,0.888,0.86,0.834,0.809,0.785,0.762,0.739,0.717,0.696,0.674,0.654,0.633,0.613,0.594,0.575
N III λ990,2.493,1.733,0.976,0.4,0.461,0.378,0.337,0.301,0.269,0.242,0.218,0.197,0.179,0.164,0.151,0.14,0.131,0.123,0.116,0.11,0.105,0.1,0.096,0.092,0.089,0.086,0.083,0.079,0.077,0.074,0.071,0.068,0.066,0.063,0.061,0.059,0.056
"O VI λλ1032, 1037",0.0,0.203,6.096,37.386,47.484,37.913,35.203,32.235,29.786,27.747,25.913,24.176,22.604,21.22,19.916,18.784,17.764,16.896,16.165,15.518,14.965,14.482,14.048,13.655,13.279,12.923,12.576,12.236,11.91,11.591,11.28,10.974,10.679,10.39,10.109,9.836,9.569
Lyα λ1215,69.188,33.662,27.448,27.101,26.908,26.575,26.407,26.267,26.164,26.089,26.049,26.016,26.018,26.033,26.066,26.113,26.166,26.224,26.283,26.341,26.399,26.455,26.508,26.559,26.606,26.651,26.692,26.731,26.77,26.808,26.848,26.894,26.946,27.005,27.073,27.149,27.233
N V λ1239,0.12,1.397,3.55,1.923,1.862,1.538,1.408,1.286,1.176,1.078,0.986,0.902,0.826,0.76,0.705,0.659,0.62,0.588,0.56,0.537,0.518,0.501,0.485,0.472,0.459,0.447,0.435,0.424,0.413,0.403,0.392,0.382,0.372,0.363,0.353,0.344,0.335
SiIV + O IV λ1400,5.56,4.48,3.421,2.844,2.247,1.864,1.686,1.532,1.4,1.288,1.187,1.094,1.01,0.937,0.873,0.819,0.773,0.735,0.702,0.674,0.651,0.63,0.611,0.595,0.579,0.563,0.549,0.534,0.52,0.506,0.493,0.479,0.466,0.454,0.441,0.429,0.418
N IV λ1486,0.539,0.557,0.35,0.125,0.148,0.122,0.11,0.1,0.09,0.083,0.076,0.07,0.065,0.06,0.056,0.052,0.049,0.047,0.045,0.043,0.041,0.04,0.039,0.038,0.037,0.036,0.035,0.034,0.033,0.032,0.031,0.03,0.029,0.029,0.028,0.027,0.026
C IV λλ1548+1551,28.746,24.312,6.268,4.506,4.722,3.877,3.387,2.942,2.594,2.323,2.111,1.92,1.76,1.621,1.502,1.4,1.316,1.246,1.187,1.137,1.096,1.059,1.027,0.997,0.97,0.945,0.92,0.895,0.871,0.848,0.825,0.803,0.781,0.759,0.738,0.717,0.697
He II λ1640,0.741,0.898,0.462,0.378,0.369,0.382,0.486,0.627,0.794,0.975,1.141,1.272,1.345,1.372,1.371,1.359,1.346,1.334,1.326,1.32,1.316,1.312,1.31,1.308,1.307,1.307,1.309,1.314,1.321,1.332,1.348,1.368,1.393,1.422,1.454,1.49,1.527
O III] λλ1661+1666,4.618,2.876,2.076,1.68,1.279,1.062,0.96,0.87,0.79,0.721,0.661,0.607,0.561,0.522,0.488,0.459,0.434,0.412,0.394,0.378,0.364,0.352,0.341,0.331,0.322,0.312,0.304,0.295,0.286,0.278,0.27,0.261,0.254,0.246,0.238,0.231,0.224
N III λ1750,0.973,0.623,0.346,0.166,0.179,0.149,0.135,0.122,0.111,0.101,0.092,0.085,0.078,0.072,0.067,0.063,0.06,0.057,0.054,0.052,0.05,0.049,0.047,0.046,0.045,0.043,0.042,0.041,0.04,0.039,0.038,0.037,0.035,0.034,0.033,0.032,0.031
C III] λ1909,14.753,5.633,1.833,1.744,1.73,1.426,1.249,1.101,0.984,0.891,0.815,0.748,0.691,0.645,0.606,0.574,0.548,0.525,0.508,0.492,0.48,0.469,0.46,0.451,0.443,0.435,0.428,0.422,0.416,0.41,0.406,0.402,0.399,0.398,0.398,0.398,0.4
C II] λ2326,2.556,0.917,0.361,0.322,0.288,0.228,0.196,0.171,0.153,0.144,0.141,0.144,0.149,0.157,0.164,0.171,0.177,0.182,0.188,0.193,0.198,0.203,0.207,0.212,0.217,0.222,0.227,0.233,0.24,0.248,0.257,0.268,0.28,0.295,0.311,0.329,0.348
Mg II λ2800,0.243,0.112,0.059,0.048,0.044,0.039,0.042,0.054,0.078,0.115,0.169,0.235,0.306,0.373,0.432,0.483,0.525,0.56,0.59,0.615,0.635,0.652,0.666,0.677,0.685,0.69,0.693,0.695,0.695,0.695,0.695,0.695,0.697,0.699,0.704,0.709,0.717
Ne V λ3426,0.001,0.057,0.147,0.196,0.333,0.267,0.233,0.21,0.19,0.174,0.159,0.146,0.135,0.125,0.117,0.11,0.105,0.1,0.096,0.092,0.089,0.087,0.085,0.083,0.081,0.079,0.078,0.076,0.074,0.073,0.071,0.07,0.068,0.066,0.065,0.063,0.062
Ne III λ3869,1.715,0.906,0.587,0.536,0.513,0.422,0.382,0.359,0.355,0.376,0.417,0.472,0.529,0.584,0.629,0.667,0.697,0.724,0.746,0.766,0.785,0.801,0.817,0.832,0.847,0.862,0.877,0.895,0.915,0.938,0.966,0.998,1.036,1.079,1.126,1.177,1.231
[O II] λλ3727+3729,1.715,0.906,0.587,0.536,0.513,0.422,0.382,0.359,0.355,0.376,0.417,0.472,0.529,0.584,0.629,0.667,0.697,0.724,0.746,0.766,0.785,0.801,0.817,0.832,0.847,0.862,0.877,0.895,0.915,0.938,0.966,0.998,1.036,1.079,1.126,1.177,1.231
[S II] λλ4069+4076,0.121,0.065,0.034,0.024,0.024,0.024,0.027,0.036,0.049,0.067,0.088,0.109,0.127,0.143,0.157,0.167,0.176,0.184,0.191,0.197,0.203,0.208,0.213,0.218,0.222,0.227,0.231,0.236,0.241,0.247,0.253,0.26,0.268,0.277,0.286,0.295,0.305
[O III] λ4363,0.768,0.468,0.332,0.268,0.206,0.172,0.156,0.141,0.129,0.118,0.108,0.1,0.092,0.086,0.081,0.076,0.072,0.068,0.065,0.063,0.06,0.059,0.057,0.055,0.054,0.052,0.051,0.049,0.048,0.046,0.045,0.044,0.042,0.041,0.04,0.039,0.038
He II λ4686,0.081,0.119,0.066,0.055,0.055,0.06,0.079,0.104,0.133,0.164,0.191,0.212,0.223,0.227,0.226,0.223,0.22,0.218,0.217,0.215,0.214,0.213,0.213,0.212,0.212,0.212,0.212,0.213,0.214,0.215,0.218,0.221,0.225,0.229,0.234,0.24,0.245
Hβ λ4861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[O III] λ5007,9.508,5.5,3.704,2.994,2.376,1.992,1.825,1.675,1.54,1.426,1.328,1.239,1.164,1.101,1.046,0.999,0.959,0.925,0.896,0.871,0.85,0.831,0.813,0.797,0.781,0.766,0.751,0.736,0.721,0.707,0.693,0.68,0.669,0.658,0.647,0.638,0.63
[N I] λ5200,0.109,0.109,0.05,0.05,0.024,0.024,0.019,0.019,0.025,0.025,0.034,0.034,0.055,0.055,0.099,0.099,0.164,0.164,0.244,0.244,0.328,0.328,0.402,0.402,0.457,0.457,0.495,0.495,0.518,0.518,0.533,0.533,0.542,0.542,0.548,0.548,0.553
[O I] λ6300,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126
Hα λ6563,3.201,3.415,3.282,3.228,3.182,3.141,3.11,3.083,3.062,3.045,3.03,3.017,3.007,2.998,2.991,2.986,2.982,2.978,2.975,2.973,2.971,2.97,2.97,2.97,2.97,2.971,2.973,2.974,2.975,2.976,2.977,2.977,2.977,2.976,2.976,2.976,2.975
[N II] λ6583,2.224,1.199,0.687,0.547,0.623,0.718,0.898,1.199,1.578,2.028,2.525,3.04,3.511,3.922,4.26,4.538,4.765,4.955,5.117,5.253,5.372,5.474,5.562,5.64,5.708,5.77,5.829,5.888,5.954,6.027,6.114,6.213,6.33,6.46,6.603,6.754,6.912
[S II] λλ6716+6731,1.697,0.881,0.519,0.512,0.691,0.9,1.272,1.849,2.508,3.186,3.804,4.313,4.679,4.927,5.079,5.169,5.218,5.243,5.257,5.259,5.26,5.257,5.252,5.248,5.243,5.242,5.245,5.254,5.276,5.309,5.357,5.419,5.496,5.58,5.669,5.756,5.837
[O II] λλ7319+7320,0.461,0.277,0.186,0.148,0.114,0.093,0.082,0.073,0.066,0.06,0.056,0.054,0.054,0.054,0.055,0.057,0.059,0.061,0.063,0.066,0.068,0.07,0.072,0.074,0.077,0.079,0.081,0.083,0.085,0.087,0.09,0.093,0.097,0.101,0.105,0.11,0.115
[S III] λλ9069+9031,1.028,0.542,0.311,0.245,0.265,0.294,0.355,0.472,0.634,0.838,1.069,1.311,1.534,1.73,1.895,2.035,2.155,2.26,2.355,2.44,2.519,2.592,2.66,2.726,2.789,2.853,2.918,2.987,3.065,3.152,3.251,3.364,3.491,3.63,3.778,3.932,4.089
Brα λ4.051 μm,0.092,0.146,0.132,0.125,0.119,0.114,0.11,0.107,0.105,0.103,0.101,0.099,0.098,0.097,0.096,0.095,0.095,0.094,0.094,0.094,0.094,0.093,0.093,0.093,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.095,0.094,0.094,0.094,0.094,0.094
[Ar VI] λ4.530 μm,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Ar II] λ6.983 μm,0.066,0.094,0.16,0.183,0.213,0.238,0.268,0.292,0.311,0.325,0.331,0.332,0.327,0.32,0.311,0.303,0.295,0.289,0.285,0.282,0.28,0.28,0.281,0.284,0.289,0.295,0.302,0.311,0.321,0.331,0.342,0.353,0.364,0.375,0.384,0.394,0.402
