Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,42.157,34.671,5.054,4.81,5.002,3.962,3.388,2.981,2.658,2.397,2.167,1.974,1.804,1.662,1.547,1.448,1.368,1.301,1.246,1.201,1.163,1.132,1.105,1.082,1.062,1.044,1.028,1.011,0.995,0.979,0.962,0.944,0.926,0.906,0.886,0.865,0.843
N III λ990,2.254,3.42,1.211,0.478,0.545,0.435,0.384,0.345,0.31,0.279,0.25,0.226,0.204,0.187,0.172,0.16,0.149,0.141,0.133,0.127,0.122,0.117,0.113,0.11,0.107,0.104,0.101,0.098,0.096,0.093,0.091,0.088,0.086,0.083,0.08,0.078,0.075
"O VI λλ1032, 1037",0.0,0.406,7.518,43.95,55.154,42.732,39.088,35.938,33.203,30.809,28.505,26.378,24.503,22.788,21.342,20.075,18.95,18.007,17.219,16.541,15.961,15.479,15.06,14.698,14.371,14.074,13.794,13.529,13.273,13.019,12.759,12.49,12.222,11.942,11.659,11.371,11.081
Lyα λ1215,64.778,42.484,29.514,28.945,28.78,28.374,28.223,28.091,27.986,27.908,27.842,27.806,27.794,27.819,27.882,27.961,28.059,28.168,28.284,28.405,28.528,28.652,28.774,28.895,29.013,29.127,29.238,29.344,29.446,29.543,29.635,29.722,29.804,29.881,29.954,30.024,30.091
N V λ1239,0.105,2.762,4.374,2.262,2.166,1.737,1.567,1.437,1.316,1.202,1.086,0.987,0.896,0.822,0.761,0.709,0.667,0.632,0.603,0.578,0.558,0.541,0.527,0.515,0.504,0.494,0.485,0.476,0.468,0.46,0.452,0.443,0.434,0.425,0.416,0.406,0.396
SiIV + O IV λ1400,4.973,8.799,4.221,3.352,2.624,2.115,1.887,1.723,1.578,1.447,1.323,1.211,1.111,1.026,0.955,0.895,0.845,0.804,0.769,0.741,0.717,0.697,0.679,0.665,0.652,0.64,0.629,0.618,0.608,0.598,0.587,0.576,0.564,0.552,0.54,0.527,0.515
N IV λ1486,0.482,1.095,0.432,0.148,0.174,0.139,0.124,0.112,0.102,0.094,0.085,0.078,0.071,0.066,0.061,0.057,0.054,0.052,0.049,0.047,0.046,0.045,0.044,0.043,0.042,0.041,0.04,0.04,0.039,0.038,0.038,0.037,0.036,0.035,0.035,0.034,0.033
C IV λλ1548+1551,25.678,47.577,7.752,5.335,5.532,4.415,3.809,3.328,2.943,2.633,2.372,2.152,1.958,1.797,1.667,1.554,1.462,1.386,1.324,1.272,1.23,1.195,1.165,1.14,1.118,1.097,1.079,1.061,1.044,1.027,1.008,0.989,0.97,0.949,0.928,0.906,0.884
He II λ1640,0.659,1.718,0.558,0.431,0.386,0.331,0.333,0.367,0.425,0.506,0.596,0.671,0.719,0.74,0.742,0.736,0.726,0.716,0.707,0.698,0.69,0.683,0.675,0.669,0.664,0.659,0.656,0.654,0.654,0.655,0.658,0.662,0.669,0.678,0.688,0.7,0.713
