Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,38.46,14.012,3.239,3.084,3.326,2.607,2.172,1.871,1.655,1.488,1.341,1.208,1.091,0.992,0.911,0.84,0.781,0.731,0.689,0.652,0.621,0.593,0.567,0.543,0.521,0.5,0.481,0.461,0.443,0.426,0.409,0.393,0.378,0.364,0.35,0.337,0.325
N III λ990,2.001,1.307,0.892,0.316,0.376,0.298,0.258,0.23,0.207,0.187,0.168,0.15,0.135,0.123,0.112,0.103,0.096,0.09,0.084,0.079,0.075,0.072,0.068,0.065,0.062,0.06,0.057,0.055,0.052,0.05,0.048,0.046,0.044,0.042,0.04,0.038,0.037
"O VI λλ1032, 1037",0.0,0.164,5.275,37.289,50.181,38.892,35.457,32.563,30.337,28.502,26.488,24.509,22.628,20.918,19.406,18.021,16.784,15.715,14.795,13.971,13.237,12.589,11.992,11.444,10.924,10.435,9.968,9.525,9.103,8.706,8.331,7.973,7.64,7.324,7.03,6.753,6.494
Lyα λ1215,68.138,32.363,24.973,24.754,24.618,24.324,24.21,24.145,24.123,24.145,24.2,24.277,24.359,24.438,24.521,24.584,24.644,24.699,24.75,24.798,24.842,24.886,24.93,24.973,25.02,25.072,25.134,25.207,25.298,25.41,25.545,25.704,25.891,26.103,26.336,26.584,26.852
N V λ1239,0.062,1.178,3.557,2.047,1.895,1.526,1.369,1.251,1.152,1.063,0.965,0.869,0.787,0.713,0.652,0.599,0.555,0.517,0.485,0.457,0.433,0.411,0.392,0.374,0.357,0.342,0.327,0.313,0.3,0.288,0.276,0.265,0.255,0.245,0.235,0.227,0.219
SiIV + O IV λ1400,4.389,3.81,3.361,2.779,2.125,1.715,1.515,1.38,1.274,1.185,1.092,1.0,0.916,0.839,0.774,0.717,0.669,0.628,0.592,0.562,0.535,0.511,0.489,0.469,0.45,0.432,0.415,0.399,0.383,0.368,0.354,0.341,0.329,0.317,0.307,0.296,0.287
N IV λ1486,0.426,0.47,0.357,0.115,0.137,0.109,0.096,0.087,0.08,0.074,0.068,0.062,0.057,0.052,0.048,0.045,0.042,0.039,0.037,0.035,0.033,0.032,0.031,0.029,0.028,0.027,0.026,0.025,0.024,0.023,0.022,0.022,0.021,0.02,0.019,0.019,0.018
C IV λλ1548+1551,21.646,21.208,6.381,4.228,4.465,3.575,3.05,2.638,2.335,2.099,1.897,1.712,1.549,1.408,1.291,1.187,1.102,1.031,0.969,0.916,0.87,0.83,0.793,0.76,0.728,0.699,0.671,0.644,0.619,0.595,0.572,0.55,0.53,0.51,0.492,0.475,0.459
He II λ1640,0.554,0.843,0.518,0.446,0.531,0.663,0.916,1.222,1.555,1.889,2.157,2.332,2.405,2.4,2.356,2.301,2.247,2.201,2.161,2.125,2.092,2.061,2.031,2.002,1.975,1.95,1.928,1.91,1.896,1.888,1.886,1.89,1.9,1.916,1.936,1.959,1.984
O III] λλ1661+1666,3.718,2.159,1.822,1.483,1.077,0.868,0.765,0.691,0.629,0.576,0.522,0.473,0.432,0.397,0.368,0.343,0.321,0.303,0.287,0.273,0.261,0.25,0.24,0.23,0.222,0.213,0.205,0.197,0.19,0.183,0.176,0.169,0.163,0.157,0.152,0.147,0.143
N III λ1750,0.763,0.468,0.311,0.129,0.145,0.117,0.103,0.093,0.085,0.078,0.072,0.065,0.06,0.055,0.051,0.048,0.046,0.043,0.041,0.04,0.038,0.037,0.036,0.035,0.034,0.033,0.032,0.031,0.03,0.029,0.029,0.028,0.027,0.027,0.027,0.026,0.026
C III] λ1909,11.938,4.305,1.421,1.35,1.389,1.13,0.974,0.872,0.807,0.772,0.751,0.744,0.747,0.755,0.764,0.771,0.777,0.783,0.787,0.792,0.796,0.8,0.804,0.808,0.812,0.818,0.825,0.834,0.847,0.862,0.882,0.906,0.936,0.968,1.005,1.044,1.085
C II] λ2326,1.797,0.62,0.245,0.224,0.201,0.153,0.133,0.133,0.148,0.177,0.206,0.232,0.25,0.262,0.269,0.272,0.274,0.274,0.275,0.275,0.277,0.28,0.284,0.29,0.299,0.309,0.323,0.339,0.357,0.379,0.402,0.426,0.453,0.48,0.507,0.534,0.561
Mg II λ2800,0.149,0.066,0.041,0.037,0.041,0.05,0.075,0.125,0.183,0.248,0.316,0.382,0.441,0.491,0.527,0.552,0.568,0.577,0.581,0.582,0.58,0.577,0.573,0.569,0.563,0.558,0.552,0.546,0.54,0.535,0.529,0.524,0.521,0.518,0.517,0.517,0.519
Ne V λ3426,0.0,0.049,0.147,0.2,0.346,0.273,0.233,0.21,0.191,0.176,0.16,0.146,0.133,0.121,0.112,0.104,0.097,0.091,0.086,0.082,0.078,0.075,0.072,0.07,0.067,0.065,0.063,0.061,0.059,0.057,0.055,0.054,0.052,0.051,0.049,0.048,0.047
Ne III λ3869,1.283,0.659,0.501,0.465,0.464,0.395,0.405,0.484,0.605,0.758,0.911,1.046,1.159,1.249,1.312,1.357,1.389,1.413,1.431,1.447,1.461,1.477,1.492,1.51,1.53,1.554,1.581,1.612,1.647,1.687,1.731,1.779,1.832,1.886,1.943,1.999,2.055
[O II] λλ3727+3729,1.283,0.659,0.501,0.465,0.464,0.395,0.405,0.484,0.605,0.758,0.911,1.046,1.159,1.249,1.312,1.357,1.389,1.413,1.431,1.447,1.461,1.477,1.492,1.51,1.53,1.554,1.581,1.612,1.647,1.687,1.731,1.779,1.832,1.886,1.943,1.999,2.055
[S II] λλ4069+4076,0.072,0.039,0.025,0.018,0.021,0.024,0.035,0.054,0.073,0.091,0.104,0.112,0.116,0.117,0.117,0.116,0.114,0.112,0.11,0.109,0.108,0.107,0.107,0.107,0.107,0.108,0.108,0.11,0.111,0.112,0.114,0.115,0.117,0.119,0.12,0.121,0.123
[O III] λ4363,0.621,0.356,0.294,0.239,0.176,0.143,0.127,0.115,0.106,0.098,0.09,0.082,0.076,0.072,0.068,0.065,0.062,0.06,0.058,0.056,0.055,0.053,0.052,0.051,0.05,0.049,0.048,0.047,0.046,0.045,0.044,0.044,0.043,0.043,0.043,0.043,0.043
He II λ4686,0.062,0.115,0.076,0.067,0.084,0.108,0.151,0.202,0.256,0.309,0.35,0.377,0.387,0.385,0.377,0.367,0.358,0.35,0.343,0.337,0.332,0.327,0.321,0.317,0.312,0.308,0.304,0.301,0.298,0.297,0.296,0.296,0.298,0.3,0.302,0.306,0.309
Hβ λ4861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[O III] λ5007,7.916,4.372,3.425,2.788,2.15,1.804,1.692,1.655,1.662,1.723,1.824,1.973,2.166,2.392,2.616,2.836,3.039,3.223,3.386,3.526,3.641,3.737,3.812,3.87,3.913,3.946,3.972,3.996,4.022,4.054,4.095,4.146,4.212,4.289,4.38,4.481,4.592
[N I] λ5200,0.053,0.053,0.022,0.022,0.012,0.012,0.01,0.01,0.018,0.018,0.034,0.034,0.078,0.078,0.14,0.14,0.2,0.2,0.253,0.253,0.285,0.285,0.298,0.298,0.3,0.3,0.296,0.296,0.29,0.29,0.284,0.284,0.28,0.28,0.279,0.279,0.283
[O I] λ6300,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126,3.126
Hα λ6563,3.232,3.307,3.214,3.166,3.117,3.071,3.038,3.012,2.994,2.979,2.967,2.959,2.953,2.949,2.948,2.947,2.947,2.948,2.95,2.951,2.954,2.957,2.96,2.965,2.969,2.974,2.979,2.984,2.989,2.994,2.998,3.002,3.005,3.009,3.012,3.014,3.017
[N II] λ6583,1.529,0.842,0.666,0.65,0.942,1.299,1.875,2.667,3.458,4.23,4.886,5.391,5.748,5.986,6.116,6.179,6.196,6.192,6.176,6.157,6.137,6.126,6.118,6.118,6.127,6.144,6.17,6.207,6.252,6.309,6.376,6.45,6.535,6.623,6.716,6.807,6.899
[S II] λλ6716+6731,1.079,0.591,0.532,0.635,0.926,1.22,1.812,2.457,2.958,3.324,3.516,3.566,3.529,3.446,3.344,3.235,3.133,3.044,2.971,2.912,2.868,2.838,2.818,2.808,2.806,2.81,2.819,2.833,2.849,2.869,2.89,2.911,2.934,2.956,2.978,2.997,3.015
[O II] λλ7319+7320,0.286,0.165,0.131,0.105,0.076,0.06,0.051,0.049,0.051,0.056,0.065,0.074,0.084,0.092,0.099,0.105,0.11,0.113,0.117,0.119,0.122,0.124,0.126,0.128,0.131,0.133,0.135,0.138,0.141,0.145,0.149,0.154,0.159,0.165,0.171,0.177,0.183
