Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,20.228,10.993,4.916,4.856,4.402,3.752,3.332,3.001,2.717,2.478,2.269,2.088,1.929,1.797,1.684,1.588,1.507,1.437,1.378,1.326,1.282,1.242,1.207,1.174,1.142,1.112,1.082,1.052,1.021,0.991,0.962,0.933,0.904,0.876,0.848,0.821,0.795
N III λ990,1.029,1.324,0.678,0.451,0.408,0.338,0.294,0.258,0.228,0.202,0.181,0.162,0.147,0.134,0.124,0.115,0.107,0.101,0.095,0.091,0.087,0.083,0.08,0.077,0.075,0.072,0.07,0.067,0.065,0.063,0.061,0.058,0.056,0.054,0.052,0.051,0.049
"O VI λλ1032, 1037",0.0,0.158,6.014,32.999,36.495,32.799,30.633,28.478,26.486,24.846,23.164,21.741,20.343,19.199,18.124,17.122,16.251,15.493,14.828,14.23,13.702,13.24,12.824,12.439,12.069,11.714,11.36,11.013,10.667,10.329,9.999,9.68,9.367,9.065,8.77,8.487,8.214
Lyα λ1215,53.355,35.749,31.583,31.523,31.577,31.538,31.614,31.759,32.017,32.431,32.996,33.673,34.392,35.1,35.749,36.317,36.82,37.267,37.667,38.021,38.338,38.623,38.878,39.106,39.308,39.493,39.659,39.818,39.972,40.131,40.302,40.493,40.703,40.936,41.189,41.458,41.737
N V λ1239,0.044,0.943,2.443,1.412,1.438,1.263,1.166,1.079,1.0,0.921,0.85,0.78,0.72,0.667,0.621,0.584,0.551,0.524,0.5,0.479,0.462,0.447,0.433,0.42,0.408,0.396,0.385,0.374,0.363,0.352,0.341,0.33,0.32,0.31,0.301,0.291,0.282
SiIV + O IV λ1400,1.93,2.967,2.835,2.356,2.0,1.721,1.554,1.417,1.298,1.196,1.103,1.02,0.945,0.88,0.824,0.776,0.735,0.7,0.671,0.645,0.622,0.603,0.585,0.568,0.552,0.537,0.522,0.507,0.493,0.478,0.464,0.45,0.436,0.423,0.409,0.397,0.384
N IV λ1486,0.186,0.396,0.241,0.138,0.133,0.114,0.103,0.093,0.085,0.079,0.072,0.067,0.062,0.058,0.054,0.051,0.048,0.046,0.044,0.042,0.041,0.04,0.038,0.037,0.036,0.035,0.034,0.034,0.033,0.032,0.031,0.03,0.029,0.028,0.027,0.026,0.026
C IV λλ1548+1551,9.983,12.564,4.331,3.882,3.646,3.146,2.822,2.549,2.303,2.093,1.909,1.754,1.615,1.499,1.401,1.317,1.245,1.185,1.132,1.088,1.049,1.015,0.985,0.957,0.93,0.904,0.879,0.854,0.829,0.804,0.78,0.756,0.733,0.71,0.687,0.666,0.645
He II λ1640,0.483,0.658,0.411,0.354,0.353,0.364,0.424,0.508,0.61,0.722,0.826,0.907,0.951,0.963,0.956,0.941,0.925,0.909,0.895,0.883,0.871,0.86,0.849,0.838,0.828,0.818,0.808,0.8,0.792,0.786,0.782,0.78,0.78,0.782,0.785,0.79,0.796
O III] λλ1661+1666,1.93,2.209,1.726,1.366,1.177,1.017,0.922,0.841,0.769,0.707,0.652,0.604,0.563,0.528,0.498,0.472,0.45,0.43,0.413,0.398,0.385,0.373,0.363,0.353,0.343,0.334,0.325,0.315,0.306,0.297,0.288,0.279,0.27,0.261,0.253,0.245,0.237
N III λ1750,0.425,0.475,0.263,0.193,0.181,0.157,0.143,0.13,0.12,0.11,0.102,0.094,0.088,0.082,0.078,0.074,0.07,0.067,0.065,0.062,0.06,0.059,0.057,0.055,0.054,0.053,0.051,0.05,0.048,0.047,0.046,0.044,0.043,0.042,0.04,0.039,0.038
C III] λ1909,6.379,3.496,1.899,1.804,1.653,1.431,1.287,1.173,1.076,0.995,0.928,0.872,0.825,0.787,0.754,0.726,0.702,0.681,0.662,0.645,0.629,0.615,0.602,0.589,0.576,0.563,0.549,0.536,0.523,0.51,0.497,0.485,0.473,0.462,0.451,0.441,0.431
C II] λ2326,1.153,0.645,0.422,0.386,0.354,0.324,0.324,0.344,0.379,0.428,0.482,0.535,0.581,0.618,0.648,0.672,0.691,0.707,0.721,0.733,0.744,0.754,0.763,0.771,0.777,0.784,0.789,0.794,0.799,0.805,0.812,0.821,0.831,0.842,0.855,0.869,0.883
