Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,29.191,15.157,5.612,5.457,4.751,3.968,3.508,3.164,2.868,2.61,2.382,2.182,2.008,1.864,1.743,1.641,1.555,1.482,1.42,1.369,1.324,1.286,1.252,1.222,1.196,1.171,1.147,1.124,1.101,1.078,1.054,1.03,1.004,0.978,0.952,0.926,0.9
N III λ990,1.615,2.011,0.876,0.596,0.535,0.45,0.402,0.364,0.331,0.301,0.275,0.251,0.231,0.215,0.201,0.189,0.179,0.17,0.163,0.157,0.152,0.147,0.143,0.139,0.136,0.133,0.13,0.127,0.124,0.121,0.118,0.115,0.112,0.109,0.106,0.103,0.099
"O VI λλ1032, 1037",0.0,0.221,6.861,37.094,39.443,34.751,32.333,30.107,28.043,26.264,24.41,22.818,21.28,20.027,18.868,17.805,16.889,16.098,15.415,14.814,14.287,13.837,13.45,13.096,12.779,12.48,12.199,11.925,11.652,11.384,11.114,10.841,10.56,10.277,9.996,9.716,9.441
Lyα λ1215,62.023,35.299,27.533,27.055,26.632,26.212,26.003,25.834,25.695,25.589,25.516,25.488,25.502,25.553,25.624,25.704,25.788,25.872,25.955,26.036,26.112,26.186,26.256,26.322,26.385,26.445,26.501,26.555,26.605,26.653,26.7,26.745,26.789,26.833,26.877,26.923,26.972
N V λ1239,0.065,1.312,2.791,1.588,1.554,1.338,1.231,1.14,1.059,0.974,0.896,0.818,0.753,0.695,0.647,0.607,0.573,0.544,0.519,0.499,0.482,0.467,0.454,0.442,0.432,0.422,0.413,0.404,0.396,0.387,0.379,0.37,0.361,0.352,0.343,0.333,0.324
SiIV + O IV λ1400,2.79,4.108,3.24,2.651,2.163,1.824,1.64,1.498,1.374,1.264,1.163,1.071,0.988,0.917,0.857,0.806,0.763,0.727,0.696,0.67,0.648,0.628,0.612,0.597,0.583,0.571,0.559,0.548,0.536,0.525,0.513,0.501,0.489,0.477,0.464,0.452,0.439
N IV λ1486,0.269,0.548,0.276,0.155,0.144,0.121,0.108,0.099,0.09,0.083,0.076,0.07,0.065,0.06,0.056,0.053,0.05,0.048,0.046,0.044,0.042,0.041,0.04,0.039,0.038,0.037,0.037,0.036,0.035,0.034,0.034,0.033,0.032,0.031,0.03,0.03,0.029
C IV λλ1548+1551,14.461,17.34,4.949,4.367,3.942,3.333,2.98,2.695,2.438,2.213,2.012,1.84,1.689,1.563,1.458,1.368,1.293,1.23,1.176,1.131,1.093,1.059,1.031,1.005,0.982,0.961,0.941,0.922,0.903,0.883,0.864,0.844,0.823,0.801,0.78,0.758,0.737
He II λ1640,0.702,0.916,0.47,0.395,0.362,0.343,0.377,0.447,0.539,0.647,0.751,0.834,0.882,0.899,0.896,0.886,0.873,0.861,0.85,0.841,0.832,0.825,0.818,0.812,0.808,0.804,0.802,0.801,0.802,0.804,0.807,0.813,0.82,0.829,0.839,0.851,0.864
