Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,19.486,10.817,4.907,4.846,4.367,3.704,3.264,2.915,2.621,2.374,2.154,1.958,1.782,1.63,1.497,1.382,1.28,1.191,1.112,1.042,0.979,0.92,0.866,0.816,0.768,0.723,0.681,0.642,0.605,0.571,0.539,0.509,0.482,0.456,0.433,0.411,0.391
N III λ990,0.73,0.947,0.479,0.314,0.282,0.235,0.205,0.181,0.161,0.144,0.13,0.118,0.107,0.097,0.089,0.082,0.076,0.071,0.066,0.062,0.058,0.055,0.052,0.049,0.046,0.043,0.041,0.038,0.036,0.034,0.032,0.031,0.029,0.028,0.026,0.025,0.024
"O VI λλ1032, 1037",0.0,0.156,6.018,32.913,36.181,32.43,30.15,27.837,25.778,24.109,22.379,20.828,19.29,17.965,16.694,15.507,14.446,13.507,12.66,11.883,11.18,10.532,9.939,9.381,8.856,8.356,7.888,7.449,7.039,6.659,6.304,5.977,5.676,5.397,5.14,4.902,4.681
Lyα λ1215,55.372,39.362,35.486,35.362,35.389,35.385,35.81,36.687,37.933,39.465,41.07,42.571,43.845,44.859,45.624,46.181,46.58,46.868,47.058,47.168,47.213,47.195,47.138,47.043,46.926,46.797,46.681,46.589,46.529,46.521,46.554,46.653,46.802,46.989,47.202,47.44,47.699
N V λ1239,0.043,0.93,2.429,1.407,1.425,1.248,1.146,1.055,0.974,0.894,0.82,0.746,0.682,0.623,0.571,0.528,0.489,0.455,0.426,0.399,0.376,0.354,0.334,0.316,0.298,0.281,0.266,0.252,0.238,0.225,0.214,0.203,0.193,0.184,0.175,0.167,0.16
SiIV + O IV λ1400,1.864,2.916,2.817,2.345,1.983,1.702,1.528,1.386,1.265,1.162,1.067,0.979,0.897,0.824,0.759,0.703,0.653,0.61,0.571,0.537,0.506,0.477,0.451,0.426,0.403,0.381,0.36,0.34,0.322,0.305,0.289,0.274,0.261,0.248,0.236,0.225,0.215
N IV λ1486,0.179,0.389,0.24,0.137,0.132,0.113,0.102,0.092,0.084,0.077,0.071,0.065,0.06,0.055,0.051,0.048,0.044,0.042,0.039,0.037,0.035,0.033,0.031,0.03,0.028,0.027,0.025,0.024,0.023,0.022,0.021,0.02,0.019,0.018,0.017,0.016,0.016
C IV λλ1548+1551,9.601,12.337,4.306,3.867,3.613,3.106,2.772,2.488,2.236,2.026,1.838,1.673,1.524,1.394,1.282,1.183,1.096,1.022,0.956,0.897,0.844,0.795,0.751,0.709,0.669,0.632,0.597,0.565,0.534,0.505,0.479,0.454,0.431,0.41,0.39,0.372,0.355
He II λ1640,0.465,0.65,0.411,0.362,0.386,0.427,0.524,0.648,0.791,0.942,1.078,1.179,1.227,1.232,1.213,1.184,1.152,1.123,1.094,1.066,1.039,1.011,0.984,0.956,0.929,0.903,0.878,0.856,0.836,0.819,0.805,0.795,0.787,0.783,0.781,0.781,0.782
