Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,18.028,10.183,4.088,3.944,3.494,2.822,2.407,2.114,1.885,1.698,1.534,1.379,1.243,1.129,1.034,0.952,0.883,0.824,0.773,0.728,0.689,0.653,0.62,0.59,0.562,0.536,0.511,0.489,0.467,0.446,0.428,0.41,0.393,0.378,0.363,0.349,0.337
N III λ990,0.961,1.294,0.734,0.437,0.404,0.328,0.283,0.25,0.222,0.2,0.179,0.16,0.144,0.13,0.118,0.109,0.1,0.093,0.087,0.082,0.077,0.073,0.069,0.065,0.062,0.059,0.056,0.053,0.05,0.048,0.046,0.043,0.041,0.04,0.038,0.036,0.035
"O VI λλ1032, 1037",0.0,0.15,5.623,34.193,39.143,33.995,31.115,28.664,26.612,24.938,23.146,21.39,19.611,18.102,16.747,15.478,14.369,13.407,12.552,11.779,11.083,10.456,9.884,9.36,8.869,8.413,7.986,7.586,7.209,6.858,6.533,6.23,5.948,5.685,5.437,5.208,4.993
Lyα λ1215,51.628,32.508,25.643,25.354,25.168,24.913,24.976,25.372,26.053,26.949,27.888,28.671,29.282,29.74,30.07,30.3,30.476,30.627,30.771,30.921,31.092,31.286,31.514,31.786,32.093,32.442,32.846,33.247,33.719,34.203,34.717,35.307,35.875,36.44,37.1,37.689,38.317
N V λ1239,0.027,0.927,2.655,1.474,1.496,1.267,1.143,1.046,0.967,0.888,0.815,0.733,0.662,0.599,0.544,0.499,0.461,0.428,0.399,0.374,0.352,0.332,0.314,0.297,0.282,0.268,0.255,0.243,0.231,0.22,0.21,0.201,0.192,0.184,0.177,0.17,0.163
SiIV + O IV λ1400,1.746,2.896,2.914,2.388,1.947,1.608,1.415,1.276,1.168,1.079,0.995,0.909,0.828,0.755,0.693,0.639,0.594,0.555,0.521,0.491,0.464,0.44,0.418,0.398,0.379,0.362,0.345,0.33,0.316,0.303,0.29,0.279,0.268,0.258,0.249,0.24,0.232
N IV λ1486,0.164,0.383,0.263,0.129,0.125,0.103,0.09,0.081,0.074,0.068,0.062,0.057,0.052,0.047,0.044,0.04,0.037,0.035,0.033,0.031,0.029,0.028,0.026,0.025,0.024,0.023,0.022,0.021,0.02,0.019,0.018,0.018,0.017,0.017,0.016,0.015,0.015
C IV λλ1548+1551,8.494,12.915,4.456,3.762,3.508,2.906,2.539,2.259,2.028,1.834,1.662,1.502,1.356,1.231,1.126,1.037,0.961,0.895,0.839,0.789,0.745,0.706,0.669,0.636,0.606,0.577,0.551,0.526,0.503,0.481,0.461,0.442,0.424,0.408,0.393,0.379,0.366
He II λ1640,0.413,0.751,0.495,0.457,0.579,0.727,0.977,1.271,1.587,1.898,2.155,2.316,2.372,2.356,2.308,2.251,2.196,2.148,2.104,2.064,2.028,1.991,1.956,1.922,1.89,1.861,1.834,1.812,1.794,1.781,1.773,1.771,1.774,1.782,1.792,1.805,1.82
