Emission lines,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000
C III λ977,0.0,0.012,13.933,11.758,3.749,4.081,3.568,2.903,2.441,2.111,1.847,1.624,1.432,1.271,1.136,1.025,0.934,0.859,0.796,0.743,0.698,0.661,0.629,0.601,0.577,0.555,0.537,0.521,0.507,0.495,0.484,0.474,0.467,0.46,0.456,0.453,0.452
N III λ990,0.0,0.0,0.783,1.108,0.749,0.444,0.4,0.329,0.279,0.24,0.206,0.176,0.151,0.131,0.116,0.103,0.094,0.085,0.079,0.073,0.068,0.064,0.061,0.057,0.055,0.052,0.05,0.048,0.046,0.044,0.042,0.041,0.039,0.038,0.037,0.036,0.035
"O VI λλ1032, 1037",0.0,0.0,0.0,0.096,7.614,42.556,38.726,33.612,29.864,26.918,24.56,22.511,20.469,18.602,16.856,15.408,14.151,12.996,12.001,11.154,10.421,9.772,9.181,8.657,8.194,7.77,7.384,7.025,6.687,6.386,6.093,5.814,5.549,5.304,5.078,4.862,4.665
Lyα λ1215,125.12,82.739,63.945,39.271,23.177,22.034,21.716,21.482,21.606,21.903,22.327,22.783,23.196,23.568,23.926,24.337,24.844,25.443,26.16,27.028,28.05,29.184,30.354,31.783,33.2,34.631,36.165,37.8,39.682,41.254,42.856,44.58,46.239,47.877,49.346,51.043,52.46
N V λ1239,0.0,0.0,0.0,0.724,3.019,1.608,1.515,1.288,1.138,1.03,0.932,0.828,0.737,0.652,0.582,0.522,0.471,0.43,0.397,0.368,0.343,0.321,0.303,0.287,0.272,0.259,0.248,0.238,0.228,0.22,0.212,0.205,0.199,0.193,0.189,0.184,0.181
SiIV + O IV λ1400,0.0,0.0,0.674,2.604,3.001,2.435,1.972,1.739,1.617,1.533,1.461,1.376,1.278,1.174,1.073,0.985,0.912,0.85,0.797,0.753,0.715,0.682,0.653,0.628,0.606,0.587,0.57,0.554,0.541,0.528,0.518,0.51,0.505,0.502,0.501,0.503,0.506
N IV λ1486,0.0,0.0,0.037,0.322,0.265,0.134,0.128,0.112,0.104,0.1,0.097,0.094,0.089,0.084,0.078,0.073,0.068,0.065,0.062,0.059,0.057,0.055,0.054,0.053,0.052,0.051,0.051,0.051,0.051,0.051,0.052,0.053,0.054,0.057,0.059,0.062,0.065
C IV λλ1548+1551,0.0,0.0,1.418,14.187,4.746,4.186,3.735,3.136,2.724,2.435,2.23,2.067,1.914,1.775,1.642,1.532,1.441,1.365,1.302,1.252,1.211,1.18,1.157,1.14,1.13,1.127,1.13,1.141,1.158,1.174,1.208,1.255,1.314,1.388,1.476,1.575,1.687
He II λ1640,0.0,0.0,0.079,1.068,0.755,0.776,1.007,1.338,1.764,2.192,2.596,2.897,3.057,3.067,2.976,2.851,2.725,2.617,2.53,2.46,2.4,2.351,2.31,2.274,2.245,2.221,2.204,2.192,2.186,2.156,2.159,2.17,2.186,2.206,2.229,2.252,2.278
O III] λλ1661+1666,0.0,0.0,1.456,1.885,1.863,1.395,1.101,0.918,0.777,0.661,0.569,0.499,0.449,0.418,0.4,0.391,0.386,0.383,0.383,0.384,0.386,0.39,0.395,0.4,0.407,0.414,0.422,0.431,0.44,0.45,0.461,0.473,0.486,0.499,0.512,0.525,0.537
N III λ1750,0.0,0.0,0.328,0.398,0.267,0.176,0.165,0.141,0.126,0.115,0.106,0.098,0.092,0.089,0.088,0.088,0.088,0.089,0.09,0.092,0.094,0.096,0.098,0.101,0.103,0.106,0.109,0.112,0.116,0.119,0.123,0.128,0.132,0.137,0.143,0.148,0.153
C III] λ1909,0.0,0.02,5.112,3.861,1.745,1.85,1.877,1.737,1.733,1.811,1.919,2.038,2.152,2.268,2.377,2.48,2.577,2.669,2.762,2.857,2.955,3.056,3.157,3.265,3.379,3.495,3.619,3.749,3.885,4.013,4.16,4.32,4.487,4.66,4.838,5.016,5.189
C II] λ2326,0.48,0.113,1.121,0.699,0.418,0.383,0.277,0.256,0.275,0.295,0.312,0.321,0.326,0.335,0.352,0.377,0.41,0.447,0.489,0.536,0.587,0.641,0.696,0.758,0.817,0.878,0.938,1.0,1.066,1.122,1.175,1.228,1.276,1.318,1.356,1.395,1.42
Mg II λ2800,1.352,0.217,0.104,0.121,0.147,0.171,0.242,0.275,0.313,0.335,0.351,0.375,0.409,0.454,0.502,0.548,0.59,0.629,0.665,0.703,0.744,0.787,0.832,0.882,0.933,0.986,1.038,1.093,1.149,1.199,1.244,1.289,1.327,1.358,1.386,1.41,1.421
Ne V λ3426,0.0,0.0,0.0,0.028,0.132,0.224,0.277,0.223,0.195,0.174,0.158,0.144,0.131,0.12,0.11,0.102,0.096,0.092,0.088,0.086,0.084,0.083,0.083,0.083,0.084,0.086,0.088,0.091,0.095,0.098,0.103,0.109,0.116,0.124,0.134,0.144,0.154
Ne III λ3869,0.0,0.0,0.278,0.595,0.573,0.612,0.725,0.827,0.974,1.117,1.25,1.371,1.483,1.591,1.688,1.773,1.847,1.912,1.972,2.03,2.085,2.138,2.189,2.242,2.293,2.344,2.396,2.448,2.501,2.553,2.603,2.651,2.697,2.738,2.777,2.811,2.84
[O II] λλ3727+3729,0.0,0.0,0.278,0.595,0.573,0.612,0.725,0.827,0.974,1.117,1.25,1.371,1.483,1.591,1.688,1.773,1.847,1.912,1.972,2.03,2.085,2.138,2.189,2.242,2.293,2.344,2.396,2.448,2.501,2.553,2.603,2.651,2.697,2.738,2.777,2.811,2.84
[S II] λλ4069+4076,0.128,0.02,0.045,0.049,0.048,0.047,0.041,0.044,0.051,0.054,0.054,0.053,0.052,0.051,0.05,0.049,0.049,0.049,0.05,0.052,0.053,0.056,0.059,0.062,0.066,0.069,0.073,0.078,0.082,0.086,0.09,0.093,0.096,0.099,0.102,0.104,0.106
[O III] λ4363,0.0,0.0,0.244,0.312,0.303,0.231,0.188,0.166,0.151,0.142,0.137,0.136,0.138,0.143,0.15,0.157,0.165,0.171,0.178,0.184,0.189,0.194,0.199,0.204,0.209,0.214,0.218,0.223,0.227,0.232,0.236,0.241,0.246,0.25,0.255,0.259,0.263
He II λ4686,0.0,0.0,0.007,0.136,0.106,0.113,0.152,0.206,0.273,0.34,0.402,0.447,0.471,0.471,0.456,0.436,0.416,0.398,0.384,0.373,0.363,0.355,0.348,0.342,0.337,0.333,0.329,0.327,0.325,0.32,0.32,0.321,0.323,0.325,0.328,0.331,0.334
Hβ λ4861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[O III] λ5007,0.0,0.0,3.098,4.028,3.933,3.354,3.609,4.6,5.95,7.322,8.656,9.921,11.108,12.255,13.297,14.189,14.918,15.505,15.985,16.374,16.676,16.907,17.067,17.178,17.261,17.303,17.318,17.31,17.266,17.236,17.191,17.144,17.088,17.01,16.935,16.822,16.698
[N I] λ5200,1.2,1.2,0.123,0.123,0.031,0.031,0.024,0.024,0.016,0.016,0.018,0.018,0.039,0.039,0.057,0.057,0.072,0.072,0.082,0.082,0.094,0.094,0.118,0.118,0.16,0.16,0.221,0.221,0.298,0.298,0.386,0.386,0.482,0.482,0.581,0.581,0.683
